"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de la web de compras","Ingresar a la web y diligenciar el formulario","FAILURE","2021-07-17T09:59:29.945-05:00[America/Bogota]","0.0","147.95"
